,NewsOrg,Tweets,Time,Compound Score,Positive Score,Negative Score,Neutral Score
392,FoxNews,Fox News Poll shows President @realDonaldTrump's approval up on job performance and taxes. https://t.co/KuSKFJP5m4 https://t.co/rjbprWvbEA,Sun Mar 25 16:13:30 +0000 2018,0.4767,0.181,0.0,0.819
393,FoxNews,NEWS ALERT: Joseph DiGenova and Victoria Toensing not joining @realDonaldTrump's legal team. https://t.co/D3gUfozUs2,Sun Mar 25 16:07:47 +0000 2018,0.3742,0.192,0.09,0.719
394,FoxNews,Heir to Anheuser-Busch fortune charged with assaulting 6th-grader https://t.co/yg0xYrPkSh,Sun Mar 25 16:06:57 +0000 2018,-0.6249,0.0,0.421,0.579
395,FoxNews,"30 of the 71 living Medal of Honor recipients receive an honor guard in New York before flying to Washington, to ma… https://t.co/fvkynFQkcY",Sun Mar 25 16:00:01 +0000 2018,0.8591,0.322,0.0,0.678
396,FoxNews,March for Our Lives organizers rally for 'common sense' actions on guns via @FoxNewsSunday https://t.co/9MJs7BU0DF,Sun Mar 25 16:00:01 +0000 2018,0.0,0.0,0.0,1.0
397,FoxNews,"NBA G League player collapses on court, remains under care by doctors https://t.co/3MWWvpMGNG",Sun Mar 25 15:57:55 +0000 2018,0.25,0.208,0.143,0.649
398,FoxNews,".@robertjeffress: ""@POTUS is the most faith-friendly president we've ever had, and that includes Ronald Reagan and… https://t.co/UV4gNHfewe",Sun Mar 25 15:53:00 +0000 2018,0.0,0.0,0.0,1.0
399,FoxNews,"Texas teen was beaten, had hot cooking oil poured on her after refusing arranged marriage: police https://t.co/TCIuI1UFM0",Sun Mar 25 15:42:37 +0000 2018,-0.6705,0.0,0.268,0.732
400,NYTimes,"In Opinion,
Contributing writer Jennifer Finney Boylan writes, ""Trump’s cabinet is full of people who seem to know… https://t.co/XC7txobKnA",Sun Mar 25 22:00:18 +0000 2018,0.0,0.0,0.0,1.0
401,NYTimes,"“It’s a disaster,” said Cristiano Davoli, a vigilante hero in the battle against the voracious potholes that have o… https://t.co/VWyBdtv8k0",Sun Mar 25 21:52:03 +0000 2018,0.25,0.162,0.117,0.721
402,NYTimes,“Silicon Valley” returns to HBO tonight after a particularly terrible week for Silicon Valley https://t.co/MPhzTUmbcM,Sun Mar 25 21:45:12 +0000 2018,-0.5256,0.0,0.207,0.793
403,NYTimes,It took giant robots fighting giant monsters to finally unseat “Black Panther” at the top of the box office https://t.co/nIxC1MlXI6,Sun Mar 25 21:30:11 +0000 2018,-0.1779,0.081,0.112,0.807
404,NYTimes,"Many Americans can buy a gun in less than an hour. In some countries, the process takes months. https://t.co/UKtjiHnOpT",Sun Mar 25 21:15:03 +0000 2018,-0.34,0.0,0.124,0.876
405,NYTimes,Hungary’s opposition parties could stop Viktor Orban from winning another majority — but only if they work together https://t.co/Trjb7Ggjnw,Sun Mar 25 21:00:15 +0000 2018,0.3506,0.196,0.077,0.726
406,NYTimes,Emma González spoke for just under 2 minutes. Then she was silent for 4 minutes and 26 seconds. https://t.co/rUWqaXlTWT,Sun Mar 25 20:52:06 +0000 2018,0.0,0.0,0.0,1.0
407,NYTimes,"RT @Choire: so barry diller also has three dog clones and he's the one who told barbra streisand to clone her dogs, we will not rest till w…",Sun Mar 25 20:44:58 +0000 2018,0.0,0.0,0.0,1.0
408,NYTimes,"No. 1 Villanova is back in the Final Four for the second time in 3 years after holding off Texas Tech, 71-59 https://t.co/1zR8pqyHGt",Sun Mar 25 20:40:47 +0000 2018,-0.296,0.0,0.099,0.901
409,NYTimes,"Carles Puigdemont, the former Catalan president who is wanted in Spain on sedition charges, has been detained in Ge… https://t.co/hb0yJm40y5",Sun Mar 25 20:30:03 +0000 2018,-0.765,0.0,0.309,0.691
410,NYTimes,"Immigrants increasingly care for America's elderly population. If ""chain migration"" ends, will enough Americans ste… https://t.co/kn3MwfFIG3",Sun Mar 25 20:15:06 +0000 2018,0.4939,0.176,0.0,0.824
411,NYTimes,The military strike signals a possibly significant expansion of the American counterterrorism campaign in Libya https://t.co/qBhryVi3mN,Sun Mar 25 20:00:07 +0000 2018,0.0772,0.11,0.092,0.798
412,NYTimes,Three explosions in 4 days have shattered the Somalian capital and left a trail of carnage in their wake https://t.co/aDUJFEImSS,Sun Mar 25 19:45:02 +0000 2018,-0.4767,0.0,0.154,0.846
413,NYTimes,"As Republicans struggle on guns, a conservative donor warns: “The NRA is really out of step with suburban GOP voter… https://t.co/WD2QKH2wn4",Sun Mar 25 19:30:07 +0000 2018,-0.4019,0.0,0.171,0.829
414,NYTimes,Immigration begins and ends well beyond the physical border — a line where fear and hope collide to shape American… https://t.co/UYXGwpqPWG,Sun Mar 25 19:15:03 +0000 2018,0.128,0.204,0.184,0.612
415,NYTimes,A Cambridge Analytica-linked company was allegedly used by pro-Brexit campaigners to evade British election spendin… https://t.co/NUZv8NGou3,Sun Mar 25 19:00:13 +0000 2018,0.0,0.0,0.0,1.0
416,NYTimes,RT @nickconfessore: Facebook took out ads in the @nytimes (and @washingtonpost + British papers) apologizing for Cambridge Analytica breach…,Sun Mar 25 18:51:41 +0000 2018,-0.0772,0.0,0.071,0.929
417,NYTimes,Qantas Airways made a giant leap forward in long-haul travel with its first non-stop flight between Australia and B… https://t.co/a8fz0npCK2,Sun Mar 25 18:45:05 +0000 2018,0.0,0.0,0.0,1.0
418,NYTimes,“I hope in the future for some form of reconciliation. Because I think all men are guilty. I’m not talking about ra… https://t.co/Pmjn6Q666o,Sun Mar 25 18:30:07 +0000 2018,0.0258,0.113,0.109,0.778
419,NYTimes,"RT @nytopinion: Even if trans issues don’t top the list of things you’re worried about, you should be appalled by Donald Trump's latest epi…",Sun Mar 25 18:21:15 +0000 2018,-0.5267,0.064,0.186,0.75
420,NYTimes,"“It’s true — Jared has been a positive influence,” said Gerónimo Gutiérrez, Mexico’s ambassador to Washington https://t.co/YWy04Ly1lI",Sun Mar 25 18:15:05 +0000 2018,0.7506,0.33,0.0,0.67
421,NYTimes,"Burt Reynolds on the one that got away: ""I’ve had an affair [on the set] with two women in 50 years. Sally Field an… https://t.co/7M1pQ2xiOI",Sun Mar 25 18:00:18 +0000 2018,0.0,0.0,0.0,1.0
422,NYTimes,"The ""Roseanne"" reboot premieres on Tuesday. Spend this weekend with some of the classic family sitcom's best episod… https://t.co/kOXRbBygDe",Sun Mar 25 17:45:08 +0000 2018,0.6369,0.189,0.0,0.811
423,NYTimes,Here are some recipe suggestions to kick off your week in cooking plans https://t.co/WUyuwyYeHl,Sun Mar 25 17:30:05 +0000 2018,0.0,0.0,0.0,1.0
424,NYTimes,One reader's reaction to hundreds and thousands of demonstrators flooding streets across the globe in protests on S… https://t.co/Wfql4amZPD,Sun Mar 25 17:15:11 +0000 2018,-0.2263,0.0,0.095,0.905
425,NYTimes,Four members of an Iowa family whose bodies were recently found in a condominium in Mexico died of inhalation of to… https://t.co/A9pOcXBoly,Sun Mar 25 17:00:09 +0000 2018,-0.5574,0.0,0.153,0.847
426,NYTimes,RT @jessicabennett: Their teachers cleared the room of cars and dolls. They put the boys in charge of the play kitchen. They made the girls…,Sun Mar 25 16:54:05 +0000 2018,0.4215,0.142,0.0,0.858
427,NYTimes,"Joshua Tree is one of the U.S.’s most popular parks, just 2 hours from Los Angeles. So how did one hiker simply dis… https://t.co/R4NCdUqGAj",Sun Mar 25 16:45:12 +0000 2018,0.4754,0.123,0.0,0.877
428,NYTimes,"Canada's outdoor rinks are melting. And with them, so is a way of life. https://t.co/peilIX4NeE",Sun Mar 25 16:35:05 +0000 2018,0.0,0.0,0.0,1.0
429,NYTimes,"At a time when women cyclists were viewed as improper, Lillias Campbell Davidson founded the first cycling organiza… https://t.co/bhWOmb8saS",Sun Mar 25 16:17:01 +0000 2018,0.0,0.0,0.0,1.0
430,NYTimes,"“Right now, you are allowed to buy the milk, but you can’t know anything about the cow,” says a lawmaker in favor o… https://t.co/qMOQZoYgMU",Sun Mar 25 16:00:19 +0000 2018,0.5499,0.139,0.0,0.861
431,NYTimes,The Austin bomber and his first victim went to the same barber shop. Investigators are still trying to figure out w… https://t.co/twBHGD2GWj,Sun Mar 25 15:45:06 +0000 2018,-0.2732,0.0,0.091,0.909
432,NYTimes,The man who kayaked across the Atlantic at 70. David Bowie in 3-D. The women who invented the chocolate chip cookie. https://t.co/goxJYvyWiK,Sun Mar 25 15:30:01 +0000 2018,0.0,0.0,0.0,1.0
433,NYTimes,"In Opinion, 
Op-Ed contributor Fredrik Logevall writes, ""Johnson did what modern American presidents are never supp… https://t.co/mrWm6kizLN",Sun Mar 25 15:15:03 +0000 2018,0.0,0.0,0.0,1.0
434,NYTimes,"They had a mantra: believe, believe, believe. Now the captivating underdog of the N.C.A.A. basketball tournament ha… https://t.co/qr8ktOcLWK",Sun Mar 25 15:00:16 +0000 2018,0.0,0.0,0.0,1.0
435,NYTimes,"Breaking News: President Trump won't be hiring 2 lawyers he named just days ago in the Mueller inquiry, indicating… https://t.co/PVzhDbfMKX",Sun Mar 25 14:54:09 +0000 2018,0.0,0.0,0.0,1.0
436,NYTimes,Five North Koreans set out on the dangerous journey through China to South Korea. They never made it. Their fate is… https://t.co/LJxw5mvkcj,Sun Mar 25 14:45:04 +0000 2018,-0.4767,0.0,0.129,0.871
437,NYTimes,"""Chicago has been plagued with gun violence way before the Parkland shooting. Suddenly, people are talking about st… https://t.co/mSp3NPcyNF",Sun Mar 25 14:30:09 +0000 2018,-0.7579,0.0,0.277,0.723
438,NYTimes,"It was a crazy week in Washington, even by Washington standards https://t.co/TmrPiG2sT4",Sun Mar 25 14:15:04 +0000 2018,-0.34,0.0,0.194,0.806
439,NYTimes,"""People with dementia also need adventures. They need to get out, just like us."" https://t.co/8lumDhOq3l",Sun Mar 25 14:03:59 +0000 2018,0.5994,0.274,0.0,0.726
440,NYTimes,"RT @nytopinion: Unlike other industries, gun manufacturers and sellers are shielded from legal accountability. Bowing to years of intensive…",Sun Mar 25 14:00:19 +0000 2018,-0.2263,0.072,0.115,0.813
441,NYTimes,"""Most teenagers talk about drama about girlfriends and boyfriends. And we’re talking about bomb threats and guns.""… https://t.co/7CRXvr2rkD",Sun Mar 25 13:45:06 +0000 2018,-0.7184,0.0,0.273,0.727
442,NYTimes,The first American woman to win an Olympic championship died without ever knowing what she had achieved https://t.co/Y8VUBYNj3z,Sun Mar 25 13:30:11 +0000 2018,0.4767,0.265,0.142,0.593
443,NYTimes,"To many in Washington, Stephanie Clifford, better known as Stormy Daniels, has become an unexpected force. It is sh… https://t.co/IbxjNDzVSK",Sun Mar 25 13:00:09 +0000 2018,0.4404,0.132,0.0,0.868
444,NYTimes,"China Splits Top Jobs at Central Bank, Adding Another Reformer https://t.co/kqJZn15u7I",Sun Mar 25 12:49:37 +0000 2018,0.2023,0.153,0.0,0.847
445,NYTimes,"""We’re going to be the generation that takes down the gun lobby."" https://t.co/rn5c6E4iCH",Sun Mar 25 12:45:06 +0000 2018,-0.34,0.0,0.167,0.833
446,NYTimes,"One Houston suburb devastated by Harvey is sure to flood again, yet speculators are making a killing buying and res… https://t.co/nH2iYLmP6e",Sun Mar 25 12:30:02 +0000 2018,-0.7964,0.083,0.303,0.614
447,NYTimes,"Using Digital Firm, Brexit Campaigners Skirted Spending Laws, Ex-Employee Says https://t.co/ioWAG54LPm",Sun Mar 25 12:10:19 +0000 2018,0.0,0.0,0.0,1.0
448,NYTimes,"Slammed in September by Hurricanes Irma and Maria, this lush, wild bit of Puerto Rico is still recovering https://t.co/cdiZ3pR3gQ",Sun Mar 25 12:05:47 +0000 2018,0.0,0.0,0.0,1.0
449,NYTimes,There was no way around the buzz-kill query: Had Steven Spielberg set out to prove that he hadn’t lost his touch? https://t.co/CK6eQYcO7J,Sun Mar 25 11:46:37 +0000 2018,-0.5423,0.0,0.184,0.816
450,NYTimes,"Internet companies were built on a model in which people gave up their information for free services. Now, that ide… https://t.co/LudqMS4Osj",Sun Mar 25 11:30:08 +0000 2018,0.5106,0.148,0.0,0.852
451,NYTimes,Photos from the #MarchForOurLives protests around the world https://t.co/2b8lrc9V0k https://t.co/42Bl4MZVB8,Sun Mar 25 11:15:14 +0000 2018,-0.2263,0.0,0.174,0.826
452,NYTimes,Washington is now consumed by a debate over whether Trump’s new team plans to govern as far to the right as it talks https://t.co/WKM1QDhokY,Sun Mar 25 11:00:19 +0000 2018,0.0,0.0,0.0,1.0
453,NYTimes,"In one of Sweden's gender-free schools, a girl had gotten so loud that she drowned out the boys in the class. The g… https://t.co/sDnpGPBZoS",Sun Mar 25 10:30:13 +0000 2018,-0.5994,0.0,0.151,0.849
454,NYTimes,City Kitchen: A Crisp Cool-Weather Twist for a Classic Summer Salad https://t.co/GwCas2J716,Sun Mar 25 10:01:34 +0000 2018,0.0,0.0,0.0,1.0
455,NYTimes,The U.S. and China are waging a cold war for global dominance in the tech industry. This week's tariffs duel height… https://t.co/zuhsChWGAX,Sun Mar 25 10:00:11 +0000 2018,-0.4767,0.073,0.158,0.769
456,NYTimes,Greenhouse Gas Emissions Rose Last Year. Here Are the Top 5 Reasons. https://t.co/Q2L0l8bPcS,Sun Mar 25 09:32:47 +0000 2018,0.2023,0.141,0.0,0.859
457,NYTimes,"“How can this be? How can we have so much information about where he was going to go, or at least where he said he… https://t.co/NwPn5MbZzy",Sun Mar 25 09:25:03 +0000 2018,0.0,0.0,0.0,1.0
458,NYTimes,There are substantial coverage gaps in traditional Medicare. One of them is care for your teeth. https://t.co/D0v4zTSjMK,Sun Mar 25 09:03:48 +0000 2018,0.6124,0.25,0.0,0.75
459,NYTimes,"Where do these Mets players go when they're hungry for some home cooking? Bravo, of course. https://t.co/aBPw61UmSr",Sun Mar 25 08:47:20 +0000 2018,0.0,0.0,0.0,1.0
460,NYTimes,You'll probably need to do a little shopping to make this traditional dish. But it's well worth it. https://t.co/76aUzX0OB0,Sun Mar 25 08:31:06 +0000 2018,0.4588,0.2,0.0,0.8
461,NYTimes,"Sharing is caring. It's also become a trend at fancy restaurants, and not everyone is thrilled. https://t.co/CV9LAUqxYA",Sun Mar 25 08:14:54 +0000 2018,0.5565,0.28,0.112,0.607
462,NYTimes,Can Facebook be fixed? https://t.co/0BKiz8K04B,Sun Mar 25 07:58:14 +0000 2018,0.0,0.0,0.0,1.0
463,NYTimes,"Sketch Guy: Resistance Is Futile. To Change Habits, Try Replacement Instead. https://t.co/AeoPk8GlFj",Sun Mar 25 07:39:33 +0000 2018,-0.4404,0.0,0.209,0.791
464,NYTimes,Greenhouse gas emissions rose last year. Here are the top 5 reasons. https://t.co/AVc5lUFm2K,Sun Mar 25 07:34:28 +0000 2018,0.2023,0.141,0.0,0.859
465,NYTimes,"The Great Australian Bight, a pristine stretch of ocean, is believed to have enormous natural gas reserves. The loc… https://t.co/AbefSqKOOO",Sun Mar 25 07:16:06 +0000 2018,0.765,0.28,0.0,0.72
466,NYTimes,The Trump administration raised fears of a trade war after it authorized a series of tariffs explicitly — and impli… https://t.co/pzK3Csxgd5,Sun Mar 25 07:00:25 +0000 2018,-0.7717,0.0,0.295,0.705
467,NYTimes,"In a story with parallels to that of the American soldier Bowe Bergdahl, Gennady Tsevma walked off a Soviet Army ba… https://t.co/nwna00SbqH",Sun Mar 25 06:42:09 +0000 2018,0.0,0.0,0.0,1.0
468,NYTimes,Is it worth making pita at home? Absolutely. https://t.co/nrB0HnpeTl,Sun Mar 25 06:23:45 +0000 2018,-0.3612,0.154,0.276,0.569
469,NYTimes,"How do you remove 200,000 pounds of trash from Everest? Recruit yaks. https://t.co/HfCnzbSrck",Sun Mar 25 06:05:15 +0000 2018,0.0,0.0,0.0,1.0
470,NYTimes,"There will always be something gray and Dickensian about a bowl of morning porridge. Unless, that is, you add choco… https://t.co/xBATIFiZ8R",Sun Mar 25 05:46:35 +0000 2018,0.0,0.0,0.0,1.0
471,NYTimes,Need a dinner idea? Try this salmon https://t.co/bHxc5qRygf,Sun Mar 25 05:28:15 +0000 2018,0.0,0.0,0.0,1.0
472,NYTimes,"For those of us pinching our pennies, dining out can seem like an impossible luxury, but it doesn’t have to be https://t.co/vyi0czqvi7",Sun Mar 25 05:09:40 +0000 2018,0.1901,0.077,0.0,0.923
473,NYTimes,"40% of Americans were obese in 2015 and 2016, a sharp increase from a decade earlier https://t.co/Rsql03shu8",Sun Mar 25 04:51:02 +0000 2018,0.3182,0.141,0.0,0.859
474,NYTimes,"France is celebrating the memory and the courage of Arnaud Beltrame, a 44-year-old police officer who died of his w… https://t.co/RXCLm92WzK",Sun Mar 25 04:35:34 +0000 2018,0.5106,0.251,0.131,0.618
475,NYTimes,The Saturday Profile: Shining a Cleansing Light on China’s Dark Secrets https://t.co/lUO49suD7U,Sun Mar 25 04:18:26 +0000 2018,0.0,0.0,0.0,1.0
476,NYTimes,Emma González spoke for just under 2 minutes. Then she was silent for 4 minutes and 26 seconds. https://t.co/c0XOh6iP0s,Sun Mar 25 04:13:10 +0000 2018,0.0,0.0,0.0,1.0
477,NYTimes,Ruth Wakefield took an ice pick to a chocolate bar and invented an instant classic: the chocolate chip cookie https://t.co/Heiwepqtvm,Sun Mar 25 03:58:13 +0000 2018,0.0,0.0,0.0,1.0
478,NYTimes,"RT @mattfleg: “At first I thought I wanted to be a journalist,"" Stormy told us. Didn't break that way. How Stephanie Gregory became Stormy…",Sun Mar 25 03:41:04 +0000 2018,0.0,0.0,0.0,1.0
479,NYTimes,Photos from the #MarchForOurLives protests around the world https://t.co/FlH4sFfhhY https://t.co/VE5r9usSCa,Sun Mar 25 03:26:28 +0000 2018,-0.2263,0.0,0.174,0.826
480,NYTimes,"RT @nytimesworld: ""Some noise or incident would remind me of what happened and I would begin shaking all over. People thought I looked cold…",Sun Mar 25 03:19:06 +0000 2018,-0.1779,0.0,0.075,0.925
481,NYTimes,"Put Ziggy Stardust in your living room, and zoom around his glammest looks https://t.co/X4lMkeJ8g7 https://t.co/XtbhAulQvj",Sun Mar 25 03:05:52 +0000 2018,0.0,0.0,0.0,1.0
482,NYTimes,"""I am here today to acknowledge and represent the African-American girls whose stories don't make the front page of… https://t.co/8ebVDCSlJa",Sun Mar 25 02:55:31 +0000 2018,0.0,0.0,0.0,1.0
483,NYTimes,"Before her head hits the pillow, Sister Jean has one last obligation: As always, she thanks God for the peace in he… https://t.co/cjVwGoMimf",Sun Mar 25 02:42:05 +0000 2018,0.8176,0.298,0.0,0.702
484,NYTimes,Just 2 female northern white rhinos remain. But scientists are hoping to resurrect the population with advanced ste… https://t.co/gk7mEVrhER,Sun Mar 25 02:32:19 +0000 2018,0.5859,0.231,0.0,0.769
485,NYTimes,Speaker after speaker at the Chicago protest against gun violence mentioned relatives or classmates who had been wo… https://t.co/bPQOXszfvY,Sun Mar 25 02:27:34 +0000 2018,-0.8176,0.0,0.347,0.653
486,NYTimes,A Top Candidate for New York Fed’s Leader: San Francisco’s https://t.co/UdjKhz3q8s,Sun Mar 25 02:12:38 +0000 2018,0.2023,0.167,0.0,0.833
487,NYTimes,"RT @NYTSports: Loyola-Chicago is in the Final Four. The captivating underdog of the NCAA tournament, 11th-seeded Loyola rolled over ninth-s…",Sun Mar 25 02:05:07 +0000 2018,0.0,0.0,0.0,1.0
488,NYTimes,"At Rallies, Students With a Different View of Gun Violence: As Urban Reality https://t.co/TTiUxRyQfu",Sun Mar 25 01:55:00 +0000 2018,-0.7579,0.0,0.371,0.629
489,NYTimes,Native American women are running for office in record numbers. Some are fighting pipelines. Others are fighting en… https://t.co/4AXNNJKsqM,Sun Mar 25 01:43:10 +0000 2018,-0.6124,0.0,0.227,0.773
490,NYTimes,"Hundreds of thousands of people marched in cities to protest gun violence, but they were not the only ones to demon… https://t.co/zn3nGpyO0D",Sun Mar 25 01:32:01 +0000 2018,-0.5789,0.0,0.232,0.768
491,NYTimes,Is Facebook too big to quit? Here are answers to some #DeleteFacebook questions. https://t.co/Mw43uhKFIi,Sun Mar 25 01:24:20 +0000 2018,0.0,0.0,0.0,1.0
492,NYTimes,"They juggle homework with activism. They wince at loud noises. Sometimes, they sleep.

On Saturday, hundreds of stu… https://t.co/jVB7dm2m22",Sun Mar 25 01:14:18 +0000 2018,0.0,0.0,0.0,1.0
493,NYTimes,"Michel Temer, Brazil’s Deeply Unpopular President, Signals Run for a New Term https://t.co/3WX8XR74W4",Sun Mar 25 01:07:30 +0000 2018,0.0,0.0,0.0,1.0
494,NYTimes,"Roxanne Shanté paved the way for female rappers like Foxy Brown, Lil' Kim and Cardi B. And now, her story is being… https://t.co/f3IIAWB6hy",Sun Mar 25 01:01:29 +0000 2018,0.3612,0.102,0.0,0.898
495,NYTimes,"Nella Larsen published her first novel ""Quicksand"" about mixed-raced identity in 1928. It was widely and positively… https://t.co/xfVZixjAFc",Sun Mar 25 00:45:09 +0000 2018,0.3182,0.119,0.0,0.881
496,NYTimes,Loyola-Chicago Is in the Final Four After a Rout of Kansas State https://t.co/ccjB7XlK1P,Sun Mar 25 00:24:34 +0000 2018,0.0,0.0,0.0,1.0
497,NYTimes,"Vivica A. Fox: ""I’m a woman now in my 50s, and I’m kind of like a phoenix. Whenever they count me out, I always hav… https://t.co/kwlJ6lhN9H",Sun Mar 25 00:19:42 +0000 2018,0.2975,0.091,0.0,0.909
498,NYTimes,Demonstrators Who Brought Guns and an Opposing Message https://t.co/uyjdwQBO7j,Sun Mar 25 00:01:52 +0000 2018,0.0,0.0,0.0,1.0
499,NYTimes,"Why did this man kayak across the Atlantic Ocean 3 times?
 https://t.co/k6Un2uC2rq",Sat Mar 24 23:51:24 +0000 2018,0.0,0.0,0.0,1.0
